,MSSV,NamSinh,GioiTinh,NoiSinh,Lopsh,Khoa,Hedt,KhoaHoc,ChuyenNganh2,TinhTrang,DiaChi_TinhTP
0,BE375BAAXPvAibaEXe9JDlHA4z2GHJ3/PVStCxR2,1995.0,1.0, TP. Hồ Chí Minh, KTPM0001, CNPM, CQUI,8.0, D480103,3.0, Thành phố Hồ Chí Minh
1,2420ED57XPvAibaEXe/Lh6v1XxTKJa6JLFRUPkLM,1995.0,1.0, Đồng Tháp, HTTT0001, HTTT, CTTT,8.0, D480104,3.0, Huyện Hóc Môn
2,83B76C01XPvAibaEXe/lOccskaOiO2K46r7t4qnt,1994.0,1.0, Hà Nam Ninh, KHMT2013, KHMT, CQUI,8.0, D480101,5.0, Tỉnh Hà Nam
3,91F785ABXPvAibaEXe/lOccskaOiO5y4GbVvuRQu,1995.0,1.0, TP. Hồ Chí Minh, HTTT0001, HTTT, CTTT,8.0, D480104,3.0, Thành phố Hồ Chí Minh
4,007C275DXPvAibaEXe+TFgEDwYNnveOOmOYeYzF6,1995.0,1.0, Thành phố Hồ Chí Minh, MMTT0001, MMT&TT, CQUI,8.0, D480201,8.0, Thành phố Hồ Chí Minh
5,4D1054A2XPvAibaEXe8WD3qnVG2b/aV/yYzs56/D,1995.0,0.0, Hà Tĩnh, KTPM0001, CNPM, CQUI,8.0, D480103,3.0, Tỉnh Hà Tĩnh
6,AE78A5C2XPvAibaEXe+yU1j0ocViqV7UP2kSRFnX,1995.0,1.0, Thanh Hóa, MMTT0001, MMT&TT, CQUI,8.0, D480201,8.0, Tỉnh Thanh Hóa
7,C6114925XPvAibaEXe/Bn5cQSu92WepaWyZsqola,1995.0,1.0, Quảng Ngãi, HTTT0001, HTTT, CQUI,8.0, D52480104,3.0, Tình Quảng Ngãi
8,EAA0B693XPvAibaEXe99j2P15eeB04XwhZ0tzlI4,1994.0,1.0, TP. Hồ Chí Minh, KHMT0001, KHMT, CQUI,8.0, D480101,3.0, Quận 12
9,01CD0FE9XPvAibaEXe/YKN5ysyYL7C/LVIRFhL6K,1993.0,1.0, Khánh Hoà, KHTN2013, KHMT, CNTN,8.0, D480101,5.0, Tỉnh Khánh Hoà
10,9C8782A5XPvAibaEXe9lF2o7VejWNskIJ3b/KH8Y,1995.0,1.0, Khánh Hoà, MMTT0001, MMT&TT, CQUI,8.0, D480102,3.0, Tỉnh Khánh Hoà
11,4DD248D9XPvAibaEXe+6MN9FoW2mqeloV0TjpGtd,1995.0,1.0, Cần Thơ, MTCL2013, KTMT, CLC,8.0, D520214,3.0, Thành phố Cần Thơ
12,FF601AFCXPvAibaEXe93PEySAJOVk+OR7t0UZryF,1991.0,1.0, Khánh Hoà, CNTT2013, KTTT, CQUI,8.0, D480201,3.0, Tỉnh Khánh Hoà
13,F257BE3EXPvAibaEXe+lo6eJkHWaQX9v5OomNEKz,1995.0,1.0, Khánh Hoà, KTPM0001, CNPM, CQUI,8.0, D480103,3.0, Tỉnh Khánh Hoà
14,933C1FD5XPvAibaEXe9M021iVaAwILPVFi2513M9,1995.0,0.0, Gia Lai, KTPM2013, CNPM, CQUI,8.0, D480103,3.0, Thị xã An Khê
15,C29EA000XPvAibaEXe8jolcsAIssTLKSQEcU+Uyk,1995.0,1.0, Tiền Giang, MMTT0001, MMT&TT, CQUI,8.0, D480102,3.0, Tỉnh Tiền Giang
16,931C7551XPvAibaEXe9ysTifnGoMwRbIrVzkrPrw,1995.0,1.0, Vĩnh Long, ANTT2013, MMT&TT, CQUI,8.0, D480201,5.0, Huyện Bình Tân
17,7081FE0AXPvAibaEXe/WSo41+3xFkBWpG5iRJavV,1995.0,1.0, TP. Hồ Chí Minh, KTMT2013, KTMT, CQUI,8.0, D520214,3.0, Quận Thủ Đức
18,1144C476XPvAibaEXe/FejQN8/S5fMTeBtQ6DFpo,1995.0,1.0, TP. Hồ Chí Minh, KHMT2013, KHMT, CQUI,8.0, D480101,3.0, Quận Thủ Đức
19,E80CFC67XPvAibaEXe+fmxcqgvribAs3hMtuYLgw,1995.0,0.0, Sông Bé, MMTT0001, MMT&TT, CQUI,8.0, D480102,3.0, Phường Phú Cường
20,59CD26EEXPvAibaEXe8wlx2/dthDAuMmTWFxVmcu,1994.0,1.0, Thành phố Hồ Chí Minh, MMTT0001, MMT&TT, CQUI,8.0, D480102,8.0, Thành phố Hồ Chí Minh
21,ADD6626AXPvAibaEXe/SxwNRab2vgDj3JMKIXWrE,1995.0,1.0, Kiên Giang, KHMT0001, KHMT, CQUI,8.0, D480101,3.0, Thành phố Hồ Chí Minh
22,4AFE5A8EXPvAibaEXe9MLbI3cCq2BMqcbjt1Z6h0,1995.0,1.0, Lâm Đồng, ANTT2013, MMT&TT, CQUI,8.0, D480299,3.0, Tỉnh Lâm Đồng
23,809877DCXPvAibaEXe8/3iNqySORb/0vLoIti8Og,1994.0,1.0, TP. Hồ Chí Minh, PMCL2013, CNPM, CLC,8.0, D480103,3.0, Thành phố Hồ Chí Minh
24,C4B57B74XPvAibaEXe+wmtNhlfgIwrNTVgutCknX,1995.0,1.0, Hải Dương, MMTT0001, MMT&TT, CQUI,8.0, D480102,8.0, Tỉnh Lâm Đồng
25,F0D55309XPvAibaEXe9JdUmjPcaT8jvBqJAmS4kY,1995.0,1.0, Lâm Đồng, KHMT2013, KHMT, CQUI,8.0, D480101,5.0, Huyện Di Linh
26,C47110EFXPvAibaEXe/PGAaNNWvbUF95KJJbQ6Bs,1995.0,1.0, Kiên Giang, ANTT2013, MMT&TT, CQUI,8.0, D480299,3.0, Tỉnh Kiên Giang
27,074D8586XPvAibaEXe8s1xx8DWM0qvMydWkQI9z8,1995.0,1.0, Trà Vinh, MMTT0001, MMT&TT, CQUI,8.0, D480299,3.0, Tỉnh Trà Vinh
28,FE92B059XPvAibaEXe9E+KuE/nFliSKxEUGPiMAY,1995.0,0.0, TP. Hồ Chí Minh, KTPM0001, CNPM, CQUI,8.0, D480103,3.0, Huyện Đức Hoà
29,C57530A4XPvAibaEXe8hvnm4ihleLVTcBUD7ztLV,1995.0,0.0, TP. Hồ Chí Minh, MMTT2013, MMT&TT, CQUI,8.0, D480102,5.0, Thành phố Hồ Chí Minh
30,3E479342XPvAibaEXe+kwIr/VXjl01D1BeeuKZAN,1995.0,1.0, Nam Định, KTPM0001, CNPM, CQUI,8.0, D480103,5.0, Tỉnh Lâm Đồng
31,601E0986XPvAibaEXe+y4Ivhjp8SxpmSs9JVmGUu,1995.0,1.0, TP. Hồ Chí Minh, KTMT0001, KTMT, CQUI,8.0, D520214,3.0, Thành phố Hồ Chí Minh
32,E210AA8EXPvAibaEXe/asAVnWDRS7eUZUTEqhAQl,1995.0,1.0, TP. Hồ Chí Minh, MMTT2013, MMT&TT, CQUI,8.0, D480102,5.0, Thành phố Hải Phòng
33,5B67FF77XPvAibaEXe/SxwNRab2vgHQoiSebh7by,1995.0,1.0, Quảng Nam, KTMT0001, KTMT, CQUI,8.0, D520214,3.0, Tỉnh Quảng Nam
34,A71E7B7EXPvAibaEXe+gsTDvgY5pDvugtLkA9WY2,1995.0,1.0, Hải Dương, MMTT0001, MMT&TT, CQUI,8.0, D480299,8.0, Huyện Kinh Môn
35,9CB66503XPvAibaEXe9E+KuE/nFliVHlSAEdjpcv,1995.0,1.0, Bình Thuận, CNTT0001, KTTT, CQUI,8.0, D480201,3.0, Tỉnh Bình Thuận
36,A406E7FDXPvAibaEXe/XBbLEWRhgQYQrAzwms21C,1995.0,1.0, TP. Hồ Chí Minh, KTMT0001, KTMT, CQUI,8.0, D520214,3.0, Thành phố Hồ Chí Minh
37,6E67EB19XPvAibaEXe/X/wixypGyAsT5QiAaYiqu,1995.0,1.0, Trà Vinh, MMTT0001, MMT&TT, CQUI,8.0, D480102,3.0, Tỉnh Trà Vinh
38,62200A76XPvAibaEXe9/su+qLcYDMsQRQ0KM5NHU,1995.0,1.0, Quảng Bình, KHMT2013, KHMT, CQUI,8.0, D480101,3.0, Tỉnh Quảng Bình
39,0CBE4487XPvAibaEXe+fmxcqgvribAaiAPDGKOrx,1995.0,1.0, TP. Hồ Chí Minh, CTTT2013, HTTT, CTTT,8.0, D480104,5.0, Thành phố Hồ Chí Minh
40,2441A7C2XPvAibaEXe8VekUw4ELehn5inKXOCKf2,1995.0,1.0, Quảng Ngãi, KTPM0001, CNPM, CLC,8.0, D480103,3.0, Tỉnh Quảng Ngãi
41,C76005A8XPvAibaEXe/X/wixypGyAg54ZpujWGey,1995.0,1.0, Lâm Đồng, HTTT2013, HTTT, CQUI,8.0, D480104,3.0, Tỉnh Lâm Đồng
42,52E66659XPvAibaEXe/7sxkigC7f5zukR2WlNRO3,1995.0,1.0, Quảng Ngãi, KTMT0001, KTMT, CQUI,8.0, D520214,8.0, Tỉnh Quảng Ngãi
43,516D213CXPvAibaEXe9JdUmjPcaT8sQIfWYBArTw,1995.0,1.0, Quảng Ngãi, HTTT2013, HTTT, CQUI,8.0, D480104,5.0, Tình Quảng Ngãi
44,41EBF544XPvAibaEXe8/3iNqySORb+za0yWMmptx,1995.0,1.0, Lâm Đồng, MMTT0001, MMT&TT, CQUI,8.0, D480299,5.0, Tỉnh Lâm Đồng
45,6EB4408FXPvAibaEXe+cD1fKElqxL06nWB8JXnUx,1995.0,1.0, Lâm Đồng, HTTT2013, HTTT, CQUI,8.0, D480104,5.0, Tỉnh Lâm Đồng
46,B5953D10XPvAibaEXe+BHZkA9XgGXWnkm2L+acxT,1995.0,1.0, Quảng Ngãi, KHMT2013, KHMT, CQUI,8.0, D480101,3.0, Tình Quảng Ngãi
47,BAA21E56XPvAibaEXe9Xnw4t0GPgx5ergjwY9IdE,1994.0,1.0, TP. Hồ Chí Minh, MMTT0001, MMT&TT, CQUI,8.0, D480102,5.0, Thành phố Hồ Chí Minh
48,B3078280XPvAibaEXe9KDsVv3cRkMR3THeDfuZST,1995.0,1.0, Quảng Ngãi, MMTT2013, MMT&TT, CQUI,8.0, D480102,5.0, Tỉnh Quảng Ngãi
49,2ABBE719XPvAibaEXe9hPQQhQOOPyUJ9WJU9hlCM,1995.0,1.0, Bến Tre, HTTT2013, HTTT, CQUI,8.0, D480104,3.0, Tỉnh Lâm Đồng
50,AA971F36XPvAibaEXe+fmxcqgvribA5vxtc+V0/y,1995.0,1.0, TP. Hồ Chí Minh, KTMT2013, KTMT, CQUI,8.0, D520214,5.0, Thành phố Tây Ninh
51,CD84523EXPvAibaEXe+LLvbxzunmJA9YRcwSMo7A,1995.0,1.0, TP. Hồ Chí Minh, PMCL2013, CNPM, CLC,8.0, D480103,5.0, Thành phố Hồ Chí Minh
52,CD52678BXPvAibaEXe97hU2RTHdNnHA5E5DKdC+D,1995.0,1.0, Đồng Tháp, KTPM2013, CNPM, CQUI,8.0, D480103,3.0, Thành phố Sa Đéc
53,55D02CB4XPvAibaEXe9M021iVaAwIAQL8BalJRN4,1995.0,0.0, Tiền Giang, MMTT2013, MMT&TT, CQUI,8.0, D480102,3.0, Tỉnh Tiền Giang
54,FF648425XPvAibaEXe97hU2RTHdNnAuHAKPICPTO,1995.0,1.0, Lâm Đồng, KTPM0001, CNPM, CQUI,8.0, D480103,5.0, Huyện Di Linh
55,C2100719XPvAibaEXe/BqA0y8R3TRcJ/JtkxsBzj,1995.0,1.0, Ninh Thuận, KHMT0001, KHMT, CQUI,8.0, D480101,3.0, Tỉnh Ninh Thuận
56,E99E9EA2XPvAibaEXe+LLvbxzunmJFOIkyW9ng8u,1995.0,1.0, Quảng Ngãi, ANTN2013, MMT&TT, KSTN,8.0, D480299,3.0, Tỉnh Quảng Ngãi
57,31D5D488XPvAibaEXe85Kg8gbEhwbxD0x3mi2el8,1994.0,1.0, Bình Định, CTTT2013, HTTT, CTTT,8.0, D480104,5.0, Tỉnh Gia Lai
58,7E308531XPvAibaEXe879+AOg1gh8i58Q/VMq7RU,1995.0,1.0, Tiền Giang, KHMT2013, KHMT, CQUI,8.0, D480101,5.0, Tỉnh Tiền Giang
59,0FCB6532XPvAibaEXe879+AOg1gh8o0EEQcYQ8HR,1995.0,1.0, TP. Hồ Chí Minh, KTPM2013, CNPM, CQUI,8.0, D480103,5.0, Tỉnh Vĩnh Phúc
60,BAF446BFXPvAibaEXe879+AOg1gh8uQrEauqA0AG,1995.0,1.0, Lâm Đồng, MMTT2013, MMT&TT, CQUI,8.0, D480102,3.0, Tỉnh Lâm Đồng
61,599DFFB8XPvAibaEXe879+AOg1gh8lJvChSN7o+V,1995.0,1.0, An Giang, KTPM0001, CNPM, CQUI,8.0, D480103,5.0, Tỉnh An Giang
62,364B9E9BXPvAibaEXe879+AOg1gh8sRVdBmZSiXe,1995.0,0.0, Bà Rịa - Vũng Tàu, MMTT0001, MMT&TT, CQUI,8.0, D480102,3.0, Thành phố Bà Rịa
63,BBAD4F2BXPvAibaEXe879+AOg1gh8vGaQYZ3wJAR,1995.0,1.0, TP. Hồ Chí Minh, KHTN2013, KHMT, CNTN,8.0, D480101,3.0, Thành phố Hồ Chí Minh
64,88C15831XPvAibaEXe879+AOg1gh8uMWWp9sXQnJ,1995.0,1.0, TP. Hồ Chí Minh, KTPM0001, CNPM, CLC,8.0, D480103,3.0, Thành phố Hồ Chí Minh
65,FC77E598XPvAibaEXe879+AOg1gh8pb/q8KzJ2A3,1995.0,1.0, Thừa Thiên Huế, ANTN2013, MMT&TT, KSTN,8.0, D480299,3.0, Tỉnh Thừa Thiên Huế
66,9E9A38AEXPvAibaEXe879+AOg1gh8jBg5Ccj9ksF,1994.0,1.0, Kiên Giang, HTTT0001, HTTT, CQUI,8.0, D480104,8.0, Huyện Kiên Lương
67,140E6C4CXPvAibaEXe/asAVnWDRS7Te/6FHN3JZ9,1995.0,1.0, Kon Tum, KTMT0001, KTMT, CQUI,8.0, D520214,8.0, Tỉnh Kon Tum
68,A6EA9F79XPvAibaEXe/asAVnWDRS7dXIHpGvggPH,1995.0,1.0, Vĩnh Long, KTMT2013, KTMT, CQUI,8.0, D520214,3.0, Tỉnh Vĩnh Long
69,F9AD085CXPvAibaEXe/asAVnWDRS7ejs/e1rGnUq,1995.0,1.0, Tây Ninh, KTMT0001, KTMT, CQUI,8.0, D520214,3.0, Tỉnh Tây Ninh
70,B1460568XPvAibaEXe/asAVnWDRS7f+aMPJ9kBjL,1995.0,0.0, Ninh Thuận, KHMT0001, KHMT, CQUI,8.0, D480101,8.0, Tỉnh Ninh Thuận
71,32CA7383XPvAibaEXe/asAVnWDRS7W3J9+TvE5ZI,1995.0,1.0, Hà Nội, HTTT2013, HTTT, CQUI,8.0, D480104,5.0, Thành phố Biên Hoà
72,85A1EF64XPvAibaEXe/asAVnWDRS7aDwG/eutYGP,1995.0,1.0, TP. Hồ Chí Minh, PMCL2013, CNPM, CLC,8.0, D480103,3.0, Huyện Bình Chánh
73,E68386BCXPvAibaEXe/asAVnWDRS7bT1MwA0tQQ/,1995.0,1.0, Đồng Nai, KTMT2013, KTMT, CQUI,8.0, D520214,5.0, Tình Đồng Nai
74,786BE3EBXPvAibaEXe/asAVnWDRS7UAj1YtnlMWY,1995.0,1.0, Kiên Giang, KHMT2013, KHMT, CQUI,8.0, D480101,3.0, Huyện An Biên
75,F585674DXPvAibaEXe93PEySAJOVk6T3mUZtHkOx,1995.0,1.0, Cần Thơ, KTPM2013, CNPM, CQUI,8.0, D480103,3.0, Thành phố Cần Thơ
76,9095EEE4XPvAibaEXe93PEySAJOVk2kOrJQCpxlr,1995.0,0.0, Đồng Nai, TMĐT2013, HTTT, CQUI,8.0, D52480104,3.0, Thành phố Biên Hoà
77,246BFB8AXPvAibaEXe93PEySAJOVk7f1TlF/mfrO,1994.0,1.0, Thành phố Hồ Chí Minh, CNTT0001, KTTT, CQUI,8.0, D480201,8.0, Thành phố Hồ Chí Minh
78,9593C5A1XPvAibaEXe93PEySAJOVkwyGf+OwqHPe,1995.0,1.0, Bình Thuận, HTTT2013, HTTT, CQUI,8.0, D480104,3.0, Tỉnh Bình Thuận
79,B652E11DXPvAibaEXe93PEySAJOVkyJM7AttkNBy,1995.0,0.0, Lâm Đồng, MMTT0001, MMT&TT, CQUI,8.0, D480102,3.0, Huyện Đức Trọng
80,D563BE5EXPvAibaEXe93PEySAJOVk29BEIkXUhF+,1995.0,0.0, Bình Thuận, KTPM2013, CNPM, CQUI,8.0, D480103,3.0, Tỉnh Bình Thuận
81,98247E19XPvAibaEXe93PEySAJOVkxsz+HIviyYJ,1995.0,1.0, Cần Thơ, HTTT0001, HTTT, CQUI,8.0, D52480104,5.0, Thành phố Cần Thơ
82,94D07C75XPvAibaEXe93PEySAJOVk2ldmZ8HMbbn,1995.0,1.0, TP. Hồ Chí Minh, MMTT2013, MMT&TT, CQUI,8.0, D480102,5.0, Thành phố Hồ Chí Minh
83,33472657XPvAibaEXe8ge2UHv4J4BwEOqNnp7N/7,1995.0,0.0, TP. Hồ Chí Minh, KTMT2013, KTMT, CQUI,8.0, D520214,5.0, Thành phố Hồ Chí Minh
84,04F89839XPvAibaEXe8ge2UHv4J4B7N8hGEpTcLN,1995.0,1.0, Khánh Hoà, KHTN2013, KHMT, CNTN,8.0, D480101,3.0, Tỉnh Khánh Hoà
85,4CD37F46XPvAibaEXe8ge2UHv4J4Byyo6uzLKM42,1995.0,1.0, Thanh Hoá, KTMT0001, KTMT, CQUI,8.0, D520214,3.0, Tỉnh Bình Dương
86,C1A9FD65XPvAibaEXe8ge2UHv4J4BztlfCscqMWw,1995.0,1.0, Nghệ An, CNTT0001, KTTT, CQUI,8.0, D480201,8.0, Tỉnh Nghệ An
87,5236793DXPvAibaEXe8ge2UHv4J4B3cK3m4MI0jB,1995.0,1.0, Quảng Ngãi, HTTT0001, HTTT, CQUI,8.0, D480104,3.0, Tỉnh Quảng Ngãi
88,7CAAEE6BXPvAibaEXe8ge2UHv4J4B+kFXfDUb6ad,1995.0,1.0, Bình Định, KTPM0001, CNPM, CQUI,8.0, D480103,3.0, Tỉnh Bình Định
89,97CE096EXPvAibaEXe8ge2UHv4J4B99T3E9bmk5q,1993.0,1.0, Thành phố Hồ Chí Minh, KHMT0001, KHMT, CQUI,8.0, D480101,8.0, Thành phố Hồ Chí Minh
90,1CE4CDB2XPvAibaEXe8ge2UHv4J4ByS1Gt3OtWsA,1995.0,1.0, TP. Hồ Chí Minh, KHMT0001, KHMT, CQUI,8.0, D480101,3.0, Thành phố Hồ Chí Minh
91,24DC3D8AXPvAibaEXe8ge2UHv4J4B18QuY8RUYi8,1995.0,1.0, Thừa Thiên Huế, KTMT2013, KTMT, CQUI,8.0, D520214,3.0, Tỉnh Thừa Thiên Huế
92,6E479E37XPvAibaEXe+1P/4gNbgreS61mE4eZb4e,1995.0,1.0, Sông Bé, MMTT2013, MMT&TT, CQUI,8.0, D480102,3.0, Tỉnh Bình Dương
93,FEB67E7CXPvAibaEXe+1P/4gNbgreX5kOa5/zSG4,1994.0,1.0, NULL, KTMT2013, KTMT, CQUI,8.0, D520214,5.0, NULL
94,13D944E0XPvAibaEXe+1P/4gNbgreZHDR7oX7edx,1995.0,1.0, TP. Hồ Chí Minh, MMTT2013, MMT&TT, CQUI,8.0, D480102,3.0, Thành phố Hồ Chí Minh
95,B2BC792FXPvAibaEXe+1P/4gNbgrefoTGueuT4Wa,1995.0,1.0, Thanh Hóa, KTPM0001, CNPM, CQUI,8.0, D480103,8.0, Tỉnh Thanh Hóa
96,EE98DE11XPvAibaEXe+1P/4gNbgrecMcGsUFy/kO,1995.0,1.0, Bình Thuận, MMTT0001, MMT&TT, CQUI,8.0, D480102,3.0, Tỉnh Bình Thuận
97,182EDDDCXPvAibaEXe+1P/4gNbgredAYJhLzP30B,1993.0,1.0, Hà Nam Ninh, KHTN2013, KHMT, CNTN,8.0, D480101,3.0, Thành phố Hồ Chí Minh
98,F5705943XPvAibaEXe+1P/4gNbgreYZ1sK9mulny,1995.0,1.0, Bình Định, KTPM0001, CNPM, CQUI,8.0, D480103,3.0, Thành phố Quy Nhơn
99,1662E3E1XPvAibaEXe+1P/4gNbgreUA+MXxSOODq,1995.0,1.0, NULL, MMTT2013, MMT&TT, CQUI,8.0, D480102,5.0, 
100,1D5EC289XPvAibaEXe+1P/4gNbgreeJ2VIlZrW72,1995.0,1.0, Lâm Đồng, MMTT2013, MMT&TT, CQUI,8.0, D480102,5.0, Tỉnh Lâm Đồng
101,FE176735XPvAibaEXe+1P/4gNbgreQ94npTP4/sD,1995.0,1.0, TP. Hồ Chí Minh, KHMT2013, KHMT, CQUI,8.0, D480101,5.0, Thành phố Hồ Chí Minh
102,B35C4D81XPvAibaEXe+4hxKfaQWuhMpsX+yPsJqX,1995.0,1.0, Quảng Bình, CNTT0001, KTTT, CQUI,8.0, D480201,8.0, Tỉnh Quảng Bình
103,58E06BD3XPvAibaEXe+4hxKfaQWuhIL+w/2UgtML,1995.0,1.0, Bà Rịa - Vũng Tàu, MMTT2013, MMT&TT, CQUI,8.0, D480102,3.0, Huyện Châu Đức
104,0A2744ACXPvAibaEXe+4hxKfaQWuhJdFGWeKvxxz,1995.0,1.0, Đồng Nai, CNTT0001, KTTT, CQUI,8.0, D480201,3.0, Tỉnh Đồng Nai
105,51E1C3E0XPvAibaEXe+4hxKfaQWuhLp2zzmiiyRe,1995.0,1.0, Lâm Đồng, ANTT2013, MMT&TT, CQUI,8.0, D480299,3.0, Tỉnh Lâm Đồng
106,BDEDD44DXPvAibaEXe+4hxKfaQWuhAQGSgtQEIOS,1995.0,1.0, TP. Hồ Chí Minh, KTPM0001, CNPM, CQUI,8.0, D480103,5.0, Thành phố Hồ Chí Minh
107,BC40EF90XPvAibaEXe+4hxKfaQWuhCn4CgCxF0TJ,1995.0,1.0, Lâm Đồng, MMTT0001, MMT&TT, CQUI,8.0, D480102,3.0, Huyện Bảo Lâm
108,A70F6ECCXPvAibaEXe+4hxKfaQWuhGFMu3PMgcNG,1995.0,1.0, Đồng Nai, MTCL2013, KTMT, CLC,8.0, D520214,5.0, Thành phố Biên Hoà
109,530FE4E9XPvAibaEXe+4hxKfaQWuhFsElpA2NjHn,1995.0,1.0, Tiền Giang, KTPM0001, CNPM, CQUI,8.0, D480103,3.0, Tỉnh Tiền Giang
110,3E756495XPvAibaEXe9P07hcrvmhCa0nLHGm6qSN,1995.0,1.0, Quảng Ngãi, KTPM2013, CNPM, CQUI,8.0, D480103,5.0, Tỉnh Quảng Ngãi
111,5E4374B1XPvAibaEXe9P07hcrvmhCcXTNAkNC9Wy,1995.0,1.0, Bình Thuận, KTMT2013, KTMT, CQUI,8.0, D520214,5.0, Huyện Đức Linh
112,53D6B6A5XPvAibaEXe9P07hcrvmhCdWEvna10bwL,1995.0,1.0, Đồng Tháp, HTTT0001, HTTT, CQUI,8.0, D480104,8.0, Huyện Tháp Mười
113,0D5828BAXPvAibaEXe9P07hcrvmhCf8ZveiQ5xwl,1995.0,1.0, Phú Yên, HTTT2013, HTTT, CQUI,8.0, D480104,5.0, Tỉnh Phú Yên
114,981C7989XPvAibaEXe9P07hcrvmhCcxHupzWlaJ2,1995.0,1.0, Bình Thuận, KTPM0001, CNPM, CQUI,8.0, D480103,3.0, Tỉnh Bình Thuận
115,F8E79C58XPvAibaEXe9P07hcrvmhCRobNyHYqD/N,1994.0,1.0, Nam Định, CNTT0001, KTTT, CQUI,8.0, D480201,8.0, Tỉnh Đắk Lắk
116,538FDEFEXPvAibaEXe9P07hcrvmhCe3unM2XvNXE,1995.0,1.0, Bà Rịa - Vũng Tàu, KHTN2013, KHMT, CNTN,8.0, D480101,3.0, Huyện Tân Thành
117,8B7499D5XPvAibaEXe9P07hcrvmhCcn1vUPlZj5m,1995.0,1.0, Đồng Nai, MMTT0001, MMT&TT, CQUI,8.0, D480102,8.0, Tỉnh Đồng Nai
118,9D24935AXPvAibaEXe9P07hcrvmhCaK9iQTZe/LS,1995.0,1.0, Tiền Giang, CNTT2013, KTTT, CQUI,8.0, D480201,5.0, Tỉnh Tiền Giang
119,0F6FD99FXPvAibaEXe9hPQQhQOOPydGyiKRryin1,1995.0,1.0, Đồng Nai, KTPM0001, CNPM, CQUI,8.0, D480103,8.0, Tỉnh Bình Phước
120,64E9FDE3XPvAibaEXe9hPQQhQOOPyStw/R4lOHbB,1995.0,1.0, TP. Hồ Chí Minh, KTPM2013, CNPM, CQUI,8.0, D480103,3.0, Thành phố Hồ Chí Minh
121,31344271XPvAibaEXe9hPQQhQOOPyQ/T6/YpD1bo,1995.0,1.0, Đồng Nai, HTTT0001, HTTT, CQUI,8.0, D52480104,3.0, Tỉnh Đồng Nai
122,0ECFDCE2XPvAibaEXe9hPQQhQOOPyenrlTjJyLmh,1995.0,0.0, Quảng Ngãi, TMĐT2013, HTTT, CQUI,8.0, D52480104,3.0, Tỉnh Quảng Ngãi
123,83845261XPvAibaEXe9hPQQhQOOPyYvq0zhwjv2w,1995.0,0.0, Đồng Nai, KHTN2013, KHMT, CNTN,8.0, D480101,3.0, Tình Đồng Nai
124,02FA9B28XPvAibaEXe9hPQQhQOOPyX9iSjJX1yiu,1995.0,1.0, Nghệ An, HTTT0001, HTTT, CQUI,8.0, D480104,5.0, Tỉnh Nghệ An
125,952C9BD7XPvAibaEXe9hPQQhQOOPyVKuFZF5BlyS,1995.0,1.0, Thành phố Hồ Chí Minh, CNTT0001, KTTT, CQUI,8.0, D480201,8.0, Thành phố Hồ Chí Minh
126,76CACACBXPvAibaEXe9hPQQhQOOPyV0cvrwNuPGz,1995.0,0.0, Thanh Hoá, MMTT2013, MMT&TT, CQUI,8.0, D480102,3.0, Tỉnh Thanh Hóa
127,F832105BXPvAibaEXe+cD1fKElqxL8dha7yinstM,1993.0,1.0, Nam Định, MMTT0001, MMT&TT, CQUI,8.0, D480201,8.0, Tỉnh Nam Định
128,209DFFA3XPvAibaEXe+cD1fKElqxL0w/CiUgdc4i,1995.0,1.0, TP. Hồ Chí Minh, KHMT2013, KHMT, CQUI,8.0, D480101,3.0, Thành phố Hồ Chí Minh
129,2527BAB9XPvAibaEXe+cD1fKElqxL9jGStBoq3T8,1995.0,0.0, Quảng Ngãi, KTPM0001, CNPM, CQUI,8.0, D480103,3.0, Tỉnh Quảng Ngãi
130,3E437E83XPvAibaEXe+cD1fKElqxL3AMjMxrtDdl,1995.0,1.0, Bình Định, KTMT2013, KTMT, CQUI,8.0, D520214,3.0, Tỉnh Bình Định
131,E997D336XPvAibaEXe+cD1fKElqxL3Gg+IEXlrlL,1995.0,1.0, Bình Thuận, CNTT2013, KTTT, CQUI,8.0, D480201,5.0, Huyện Tánh Linh
132,4D645550XPvAibaEXe+cD1fKElqxL9313y/YAPXl,1995.0,1.0, Lâm Đồng, KTPM2013, CNPM, CQUI,8.0, D480103,3.0, Tỉnh Lâm Đồng
133,47140B5BXPvAibaEXe+cD1fKElqxL341hodw+e7I,1995.0,1.0, Hà Tĩnh, KTMT0001, KTMT, CQUI,8.0, D520214,8.0, Tỉnh Hà Tĩnh
134,8719AFF0XPvAibaEXe+cD1fKElqxLxHCg1eAHaJE,1995.0,1.0, Quảng Nam, MMTT0001, MMT&TT, CQUI,8.0, D480201,8.0, Tỉnh Quảng Nam
135,85AB9A11XPvAibaEXe+cD1fKElqxL3rmZzDf2Nuw,1994.0,1.0, Nam Định, KHMT2013, KHMT, CQUI,8.0, D480101,3.0, Tỉnh Nam Định
136,A0CBAC25XPvAibaEXe/PGAaNNWvbUIg+w572qFZR,1995.0,1.0, TP. Hồ Chí Minh, KHMT0001, KHMT, CQUI,8.0, D480101,3.0, Thành phố Hồ Chí Minh
137,D39EBBA2XPvAibaEXe/PGAaNNWvbUH5UcB2OERFM,1995.0,1.0, Hà Tĩnh, MMTT2013, MMT&TT, CQUI,8.0, D480102,3.0, Tỉnh Gia Lai
