,MSSV,NamSinh,GioiTinh,NoiSinh,Lopsh,Khoa,Hedt,KhoaHoc,ChuyenNganh2,TinhTrang,DiaChi_TinhTP
3782,F4EC67A9XPvAibaEXe9kJ+qYUUrp6xymU8Y70cKq,1997.0,1.0, 'Bắc Giang', HTTT0001, HTTT, CQUI,11.0, D480104,1.0, 'Thành phố Biên Hoà'
3783,85B8581AXPvAibaEXe9kJ+qYUUrp691e6albNlig,1998.0,1.0, 'Khánh Hòa', KHMT0001, KHMT, CQUI,11.0, D480101,1.0, 'Tỉnh Khánh Hòa'
3784,DDE02F5BXPvAibaEXe8G+DN2/i3pr6rfxZUqQec+,1998.0,1.0, 'Ninh Bình', KTMT0001, KTMT, CQUI,11.0, D520214,1.0, 'Thành phố Biên Hoà'
3785,88AA1631XPvAibaEXe8G+DN2/i3pr7pHRRX6Ocid,1998.0,1.0, 'Đắk Lắk', KHMT0001, KHMT, CQUI,11.0, D480101,1.0, 'Huyện Cư Kuin'
3786,0E3515C3XPvAibaEXe8G+DN2/i3pr96Op/wQBqaD,1998.0,1.0, 'Đắk Lắk', MMTT0001, MMT&TT, CQUI,11.0, D480102,1.0, 'Tỉnh Đắk Lắk'
3787,9B998277XPvAibaEXe8G+DN2/i3pr/oF+P6nZZEo,1998.0,1.0, 'Thành phố Hồ Chí Minh', KHMT0001, KHMT, CQUI,11.0, D480101,1.0, 'Phường Bình An'
3788,D91E5619XPvAibaEXe8G+DN2/i3pr/E/gR0jHz1z,1996.0,1.0, 'Lâm Đồng', HTTT0001, HTTT, CLC,11.0, D480104,1.0, 'Tỉnh Lâm Đồng'
3789,D18E8F78XPvAibaEXe8G+DN2/i3pryst66Pf9PYJ,1998.0,1.0, 'Quảng Nam', KHMT0001, KHMT, CQUI,11.0, D480101,1.0, 'Huyện Thăng Bình'
3790,EAE7D3DEXPvAibaEXe8G+DN2/i3prxc19egjVMaF,1997.0,1.0, 'Đắk Lắk', ATTT2016, MMT&TT, CQUI,11.0, D480299,5.0, 'Tỉnh Đắk Lắk'
3791,9B423392XPvAibaEXe8G+DN2/i3pr9jcYRxSvWUz,1998.0,1.0, 'Đồng Nai', KTMT0001, KTMT, CQUI,11.0, D520214,1.0, 'Tỉnh Đồng Nai'
3792,EC4125D4XPvAibaEXe+EYzJPHISY8+oA9w+dx5gB,1998.0,1.0, 'Bà Rịa - Vũng Tàu', KHMT0001, KHMT, CQUI,11.0, D480101,1.0, 'Tỉnh Bà Rịa - Vũng Tàu'
3793,38F28A91XPvAibaEXe+EYzJPHISY8+p5lYWf9h1M,1998.0,1.0, 'Bình Phước', MMTT0001, MMT&TT, CQUI,11.0, D480299,1.0, 'Huyện Đồng Phú'
3794,22101E7EXPvAibaEXe+EYzJPHISY88zmD5Ggw1zy,1998.0,1.0, 'Bà Rịa - Vũng Tàu', MMTT0001, MMT&TT, CQUI,11.0, D480299,1.0, 'Tỉnh Bà Rịa - Vũng Tàu'
3795,CFF36184XPvAibaEXe+EYzJPHISY8xDoUhAK+AUU,1998.0,1.0, 'Nghệ An', KHMT2016.2, KHMT, CQUI,11.0, D480101,3.0, 'Tỉnh Nghệ An'
3796,96004411XPvAibaEXe+EYzJPHISY8z7YIqH9o1kz,1998.0,1.0, 'Hà Nam', KHMT0001, KHMT, CQUI,11.0, D480101,1.0, 'Tỉnh Hà Nam'
3797,5D554DB1XPvAibaEXe+EYzJPHISY857zuVKqPntr,1998.0,1.0, 'Nam Định', HTTT0001, HTTT, CLC,11.0, D480104,2.0, 'Tỉnh Bình Phước'
3798,AA968E02XPvAibaEXe+EYzJPHISY84pYNNoYKVx8,1998.0,0.0, 'Lâm Đồng', KHMT0001, KHMT, CQUI,11.0, D480101,1.0, 'Tỉnh Lâm Đồng'
3799,81903267XPvAibaEXe+EYzJPHISY85WjBWVJGi7b,1998.0,1.0, 'Bà Rịa - Vũng Tàu', MMTT0001, MMT&TT, CQUI,11.0, D480299,1.0, 'Tỉnh Bà Rịa - Vũng Tàu'
3800,EA4C9817XPvAibaEXe/WTR5UGsYutGlWj7FpbQsE,1997.0,0.0, 'Thành phố Hồ Chí Minh', KHMT0001, KHMT, CQUI,11.0, D480101,1.0, 'Thành phố Hồ Chí Minh'
3801,DA9E8D2BXPvAibaEXe/WTR5UGsYutJskjpyKElCC,1998.0,1.0, 'Long An', KHMT2016.2, KHMT, CQUI,11.0, D480101,3.0, 'Tỉnh Long An'
3802,BD0493E1XPvAibaEXe/WTR5UGsYutA7PJ6yFCsBD,1998.0,1.0, 'Thái Bình', KHMT0001, KHMT, CQUI,11.0, D480101,2.0, 'Tỉnh Thái Bình'
3803,E73359BCXPvAibaEXe/WTR5UGsYutB0cajzId3E+,1998.0,1.0, 'Đắk Lắk', HTTT0001, HTTT, CLC,11.0, D480104,1.0, 'Tỉnh Đắk Lắk'
3804,6FD95A3EXPvAibaEXe/WTR5UGsYutI5eTB+81qWD,1998.0,1.0, 'Ninh Thuận', KHMT2016.2, KHMT, CQUI,11.0, D480101,3.0, 'Tỉnh Ninh Thuận'
3805,33065DEFXPvAibaEXe/WTR5UGsYutCOajmigVrAj,1998.0,1.0, 'Nghệ An', HTTT2016, HTTT, CQUI,11.0, D480104,3.0, 'Tỉnh Nghệ An'
3806,283D4053XPvAibaEXe/WTR5UGsYutNLeR8bf2KAJ,1998.0,1.0, 'Thành phố Hồ Chí Minh', KHTN2016, KHMT, CNTN,11.0, D480101,3.0, 'Thành phố Hồ Chí Minh'
3807,8F5FEF7AXPvAibaEXe/WTR5UGsYutKVkihRPCmsN,1998.0,1.0, 'Kiên Giang', KTMT2016, KTMT, CQUI,11.0, D520214,5.0, 'Tỉnh Kiên Giang'
3808,7C663C97XPvAibaEXe8SRUt3BATKgRv/S1C/NJb0,1998.0,1.0, 'Bà Rịa - Vũng Tàu', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Bà Rịa - Vũng Tàu'
3809,625D11A7XPvAibaEXe8SRUt3BATKgSnT3qcoiFYZ,1998.0,1.0, 'Ninh Thuận', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Ninh Thuận'
3810,C1EADB83XPvAibaEXe8SnnwrtS3HXHEJbccj0138,1997.0,1.0, 'Quảng Trị', KTPM0001, CNPM, CQUI,11.0, D480103,5.0, 'Tỉnh Quảng Trị'
3811,ACA0950BXPvAibaEXe/PpYImsUfHqD6eG7DgXV3+,1998.0,1.0, 'Bà Rịa - Vũng Tàu', KTPM0001, CNPM, CQUI,11.0, D480103,3.0, 'Tỉnh Đồng Nai'
3812,148B0735XPvAibaEXe/PpYImsUfHqE1zMz8TOUpD,1998.0,1.0, 'Nghệ An', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Nghệ An'
3813,708AB1C7XPvAibaEXe/PpYImsUfHqD0OJUP9JAIW,1998.0,1.0, 'Hà Tĩnh', KTPM0001, CNPM, CQUI,11.0, D480103,3.0, 'Xã An Bình'
3814,26545F1DXPvAibaEXe/PpYImsUfHqNG0bhfPaet8,1998.0,1.0, 'Quảng Bình', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Quảng Bình'
3815,DD10B95EXPvAibaEXe/PQrWCRBKWOUTASXEgaMpR,1998.0,1.0, 'Bình Thuận', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Bình Thuận'
3816,608FE5CBXPvAibaEXe+E43ovk5CnpwmA3I5AD7zg,1998.0,1.0, 'Đắk Lắk', KTPM2016, CNPM, CQUI,11.0, D480103,5.0, 'Tỉnh Đắk Nông'
3817,7AB58862XPvAibaEXe+E43ovk5CnpwkeppoJzanh,1996.0,1.0, 'Thanh Hóa', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Kon Tum'
3818,043AE465XPvAibaEXe86sbeN0/YCTVJDeWwsGcv7,1998.0,1.0, 'Đồng Tháp', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Đồng Tháp'
3819,99DFF379XPvAibaEXe9WgQQLl7rkk3xiov9KwR/h,1998.0,1.0, 'Quảng Nam', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Thành phố Tam Kỳ'
3820,2D62888EXPvAibaEXe9CJmVsz9P34tT9eWJLg/yU,1997.0,1.0, 'Đắk Lắk', KTPM0001, CNPM, CQUI,11.0, D480103,3.0, 'Tỉnh Đắk Lắk'
3821,E0A5856FXPvAibaEXe/cEeFLbzGe/jly/D0Mp+/C,1998.0,1.0, 'Bình Thuận', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Bình Thuận'
3822,95812940XPvAibaEXe9OORQ1xsw6noRj8oxMKORS,1998.0,1.0, 'Đồng Nai', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Huyện Cẩm Mỹ'
3823,EA6B1CE3XPvAibaEXe/agc6/owW5CCUBcx4z66Gh,1998.0,1.0, 'Vĩnh Long', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Huyện Đất Đỏ'
3824,5B4A6DFBXPvAibaEXe8UGNMJasZG8Ewtb9AA64WW,1998.0,1.0, 'Thành phố Hải Phòng', KTPM0001, CNPM, CQUI,11.0, D480103,2.0, 'Thành phố Hồ Chí Minh'
3825,FB701925XPvAibaEXe//Z7+CGDQLoBEAU7nawcwv,1998.0,1.0, 'Quảng Nam', KTPM0001, CNPM, CQUI,11.0, D480103,3.0, 'Tỉnh Quảng Nam'
3826,15A46F5AXPvAibaEXe//Z7+CGDQLoGJZlAbDnoO3,1998.0,1.0, 'Quảng Nam', KTPM0001, CNPM, CQUI,11.0, D480103,3.0, 'Tỉnh Quảng Nam'
3827,7187D170XPvAibaEXe9xkK/YA3rY8BBJ0g/oZIh3,1998.0,1.0, 'Bến Tre', KTPM0001, CNPM, CQUI,11.0, D480103,3.0, 'Phường Phú Tân'
3828,635D1273XPvAibaEXe9xkK/YA3rY8IFU/6Bc4lh9,1998.0,1.0, 'Đồng Tháp', KTPM0001, CNPM, CLC,11.0, D480103,1.0, 'Tỉnh Đồng Tháp'
3829,1E43797CXPvAibaEXe/81GDNmtxKsQIri7NYICsC,1998.0,0.0, 'Trà Vinh', KTPM0001, CNPM, CQUI,11.0, D480103,5.0, 'Thị xã Duyên Hải'
3830,6EF53EE6XPvAibaEXe/81GDNmtxKsWKpNmvVkP+G,1998.0,1.0, 'Tây Ninh', KTPM0001, CNPM, CQUI,11.0, D480103,3.0, 'Xã Đôn Thuận'
3831,45C1AE02XPvAibaEXe+Y2Dmraxe1iZRzEs93KNw/,1998.0,1.0, 'Quảng Ngãi', KTPM0001, CNPM, CQUI,11.0, D480103,3.0, 'Huyện Đức Phổ'
3832,DC510789XPvAibaEXe+GHNK19bpqC6fiDr/IfEBw,1998.0,1.0, 'Đắk Lắk', KTPM2016, CNPM, CQUI,11.0, D480103,3.0, 'Tỉnh Đắk Nông'
3833,9C9DF586XPvAibaEXe+GHNK19bpqC+R86WCu45mt,1996.0,1.0, 'Đồng Nai', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Đồng Nai'
3834,7B967A41XPvAibaEXe8lzySxhHiT0exzdQmBFLmj,1998.0,1.0, 'Thành phố Hồ Chí Minh', HTTT0001, HTTT, CTTT,11.0, D480104,3.0, 'Tỉnh Bến Tre'
3835,62BFFE2EXPvAibaEXe/9ugxkUZcLfPe37BSUxSyd,1998.0,1.0, 'Quảng Nam', KTPM0001, CNPM, CQUI,11.0, D480103,2.0, 'Tỉnh Quảng Nam'
3836,0E184853XPvAibaEXe8OLQLlidG6/6DACqDoin5w,1998.0,1.0, 'Đắk Lắk', KTPM0001, CNPM, CQUI,11.0, D480103,2.0, 'Tỉnh Đắk Nông'
3837,F26FD744XPvAibaEXe8OLQLlidG6//6ShwJ1wZku,1998.0,1.0, 'Bắc Giang', KTPM2016, CNPM, CQUI,11.0, D480103,5.0, 'Tỉnh Bắc Giang'
3838,6695C814XPvAibaEXe9BgVwdGgzpaWghu9fyLWIp,1998.0,1.0, 'Thành phố Hồ Chí Minh', KTPM0001, CNPM, CQUI,11.0, D480103,3.0, 'Thành phố Hồ Chí Minh'
3839,3126A55BXPvAibaEXe8Ve7JqRML75QoATwEngbtB,1998.0,1.0, 'Thành phố Hồ Chí Minh', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Thành phố Hồ Chí Minh'
3840,7D4060BBXPvAibaEXe8Ve7JqRML75f60sgal9POH,1998.0,1.0, 'Bình Định', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Bình Định'
3841,3B36303EXPvAibaEXe92Jin2iMtHCuWTyMGfWwjT,1998.0,1.0, 'Nghệ An', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Nghệ An'
3842,E696D0B0XPvAibaEXe/5h0vZw0NHLzJFwI9xi1Oh,1998.0,1.0, 'Gia Lai', KTPM0001, CNPM, CQUI,11.0, D480103,3.0, 'Tỉnh Gia Lai'
3843,44597D66XPvAibaEXe8iGDMJikW1wus8qKUjJv0B,1998.0,1.0, 'Phú Yên', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Phú Yên'
3844,460FE95AXPvAibaEXe8pd25OrRS+bcsLaTm3oBVu,1998.0,0.0, 'Gia Lai', KTPM0001, CNPM, CQUI,11.0, D480103,3.0, 'Tỉnh Gia Lai'
3845,317F4908XPvAibaEXe9WGATIMl02LLeAEzyRzdkc,1995.0,1.0, 'Thành phố Hồ Chí Minh', KHTN2016, KHMT, CNTN,11.0, D480101,3.0, 'Thành phố Biên Hoà'
3846,82CDD006XPvAibaEXe9WGATIMl02LLfwAtGJNJ7j,1998.0,1.0, 'Bình Phước', KTPM0001, CNPM, CQUI,11.0, D480103,5.0, 'Tỉnh Bình Dương'
3847,FCB48C3AXPvAibaEXe+zrGHfAUSFabKbz9bBSiV8,1998.0,1.0, 'Quảng Nam', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Quảng Nam'
3848,1AA01459XPvAibaEXe8qBtIUs9INCxnbbJBzZt2h,1998.0,0.0, 'Ninh Bình', KTPM0001, CNPM, CQUI,11.0, D480103,2.0, 'Thành phố Ninh Bình'
3849,28768CA3XPvAibaEXe+cv7qSCYkQeoJYs7nj4X0r,1998.0,1.0, 'Hà Tĩnh', KTPM2016, CNPM, CQUI,11.0, D480103,5.0, 'Tỉnh Hà Tĩnh'
3850,DB3B22F4XPvAibaEXe+cv7qSCYkQekKv/AFTKFbX,1998.0,1.0, 'Thành phố Hồ Chí Minh', KTPM2016, CNPM, CQUI,11.0, D480103,5.0, 'Thành phố Hồ Chí Minh'
3851,F50E7697XPvAibaEXe+uS3hCcqF/s/aPOBzTkdzm,1998.0,1.0, 'Thành phố Đà Nẵng', KTPM2016, CNPM, CQUI,11.0, D480103,3.0, 'Quận Thanh Khê'
3852,4E119A8AXPvAibaEXe8TCemjJxtx9JuL9i5yQtQ7,1998.0,1.0, 'Quảng Trị', HTTT0001, HTTT, CQUI,11.0, D52480104,3.0, 'Tỉnh Quảng Trị'
3853,306F1985XPvAibaEXe9A3Yjgh4iPfgyL6Ctm1KIv,1997.0,1.0, 'Quảng Trị', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Quảng Trị'
3854,2ED165A9XPvAibaEXe/eRksRS1wGeJQzNqtERAKg,1998.0,1.0, 'Bình Thuận', KTPM0001, CNPM, CQUI,11.0, D480103,2.0, 'Xã Đức Bình'
3855,FC9BFC2CXPvAibaEXe8VnqU11737Hty9eG6AiTWr,1998.0,0.0, 'Phú Yên', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Phú Yên'
3856,D6A21559XPvAibaEXe9F2tx/ToPx3LiesgheIR+R,1998.0,1.0, 'Đắk Lắk', KTPM2016, CNPM, CQUI,11.0, D480103,3.0, 'Thành phố Buôn Ma Thuột'
3857,CC71D76BXPvAibaEXe/hadw09FE3WhaVWr9QYKo7,1998.0,1.0, 'Trà Vinh', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Vĩnh Long'
3858,1C245E0EXPvAibaEXe/rR9uJzGOYEuQ8DvEilYoI,1998.0,1.0, 'Hà Tĩnh', KTPM2016, CNPM, CQUI,11.0, D480103,3.0, 'Tỉnh Hà Tĩnh'
3859,DDCA386AXPvAibaEXe/rR9uJzGOYEkLJqwhWmF0K,1998.0,1.0, 'Bình Phước', KTPM0001, CNPM, CQUI,11.0, D480103,3.0, 'Huyện Bù Đăng'
3860,49F409B6XPvAibaEXe8ciyLBP/QlawsI8kjipkoh,1998.0,1.0, 'Nam Định', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Nam Định'
3861,3FDEFAF9XPvAibaEXe8ciyLBP/Qla1KB3Ob9zV9L,1998.0,1.0, 'Cần Thơ', KTPM2016, CNPM, CQUI,11.0, D480103,5.0, 'Thành phố Vĩnh Long'
3862,FB9D4C87XPvAibaEXe9W7fV/x7qyQPlsuf/c/sw3,1998.0,1.0, 'Bình Thuận', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Huyện Hàm Thuận Nam'
3863,84C35FAEXPvAibaEXe/BLy1WUS+NVj4ytGkizcS1,1996.0,1.0, 'Bình Phước', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Huyện Phước Long'
3864,9F091A73XPvAibaEXe92Mw4ZEAxz05lYh0FqHUwV,1998.0,0.0, 'Nam Định', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Nam Định'
3865,A6E57CBFXPvAibaEXe/RnFf25EKRr9zy6d8Ux/jt,1998.0,1.0, 'Bình Định', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Bình Định'
3866,9F86E0E9XPvAibaEXe/7VXm0xgXldOk337YvxwNJ,1998.0,1.0, 'Đắk Lắk', MMTT0001, MMT&TT, CQUI,11.0, D480299,2.0, 'Tỉnh Đắk Lắk'
3867,F073E236XPvAibaEXe/7VXm0xgXldHR4zGalFEDr,1998.0,1.0, 'Bình Dương', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Xã Long Nguyên'
3868,1355B42BXPvAibaEXe/7VXm0xgXldCktXEfKbKQy,1998.0,1.0, 'Thanh Hóa', KTPM2016, CNPM, CQUI,11.0, D480103,3.0, 'Thành phố Hồ Chí Minh'
3869,B3C6F3EEXPvAibaEXe9wxm0WjsXoKiVQJ7npD9UH,1998.0,1.0, 'Thành phố Hồ Chí Minh', KTPM0001, CNPM, CQUI,11.0, D480103,2.0, 'Thành phố Hồ Chí Minh'
3870,BF42A05AXPvAibaEXe8091B3Eu2czDunKN0Ha49R,1998.0,1.0, 'Đồng Nai', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Đồng Nai'
3871,37C8A303XPvAibaEXe+dJypLAXKUX6hg39HIUvKN,1998.0,1.0, 'Thành phố Đà Nẵng', KTPM0001, CNPM, CQUI,11.0, D480103,2.0, 'Tỉnh Quảng Nam'
3872,DFB4F658XPvAibaEXe/A1zCqCr2ya8wbpVb94p4t,1998.0,1.0, 'Bến Tre', KTPM0001, CNPM, CLC,11.0, D480103,3.0, 'Thành phố Bến Tre'
3873,4F51640CXPvAibaEXe++bDwPCni17sw+TX4tp24g,1998.0,1.0, 'Nghệ An', ATTN2016, MMT&TT, KSTN,11.0, D480299,3.0, 'Tỉnh Nghệ An'
3874,373C7479XPvAibaEXe++bDwPCni17uzurhujbpFF,1997.0,1.0, 'Lâm Đồng', KTPM2016, CNPM, CQUI,11.0, D480103,5.0, 'Tỉnh Lâm Đồng'
3875,BF600D21XPvAibaEXe8CN9MRovh0mKaR7F/jDXgp,1998.0,1.0, 'Thành phố Cần Thơ', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Thành phố Cần Thơ'
3876,7CA51573XPvAibaEXe/Z2D1Qs9UWoMKK8xVT1fDX,1998.0,0.0, 'Bình Định', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Bình Định'
3877,FAF7008FXPvAibaEXe/Z2D1Qs9UWoLz0wvrvwm+Q,1998.0,1.0, 'Quảng Ngãi', KTPM0001, CNPM, CQUI,11.0, D480103,4.0, 'Tỉnh Kon Tum'
3878,171EB319XPvAibaEXe/SouBySQ9Ujy9NTsMyD8+d,1998.0,1.0, 'Quảng Ngãi', KTPM0001, CNPM, CQUI,11.0, D480103,3.0, 'Huyện Đức Phổ'
3879,21478CA5XPvAibaEXe87069oyWO+Ia90rjo5SvVw,1998.0,0.0, 'Quảng Bình', KTPM0001, CNPM, CQUI,11.0, D480103,5.0, 'Tỉnh Quảng Bình'
3880,CC6A9A36XPvAibaEXe87069oyWO+IdRQUNsRf3jJ,1996.0,0.0, 'Đắk Lắk', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Đắk Nông'
3881,78DD02BCXPvAibaEXe9XrYsEpevBozrlrvV/mYs5,1998.0,1.0, 'Quảng Nam', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Quảng Nam'
3882,3E1CDC45XPvAibaEXe/uPR0E3TEtQtoDVSV6MJMV,1998.0,1.0, 'Thành phố Hồ Chí Minh', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Thành phố Hồ Chí Minh'
3883,A99910D5XPvAibaEXe8X/UxhAbbOGw8A+5PDAGk9,1998.0,1.0, 'Đắk Lắk', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Đắk Lắk'
3884,EDD75437XPvAibaEXe+wVOsoF63SsHheVwOKF/JA,1998.0,1.0, 'Đồng Tháp', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Thành phố Cao Lãnh'
3885,DA16B17CXPvAibaEXe/odi52as1TQ6r3rl+RnLh7,1998.0,0.0, 'Phú Yên', KTPM0001, CNPM, CQUI,11.0, D480103,3.0, 'Tỉnh Phú Yên'
3886,0E31BA26XPvAibaEXe/jA2MATe6eKnEqbe1SUl7t,1998.0,1.0, 'Bình Phước', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Bình Phước'
3887,4555C74CXPvAibaEXe8UBGVVSBKSkjQKdKZAX7FE,1997.0,1.0, 'Đắk Lắk', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Thành phố Buôn Ma Thuột'
3888,26BA2C03XPvAibaEXe+Y0lGmaTa/AO+2ehaTjeTz,1998.0,1.0, 'Phú Yên', KTPM2016, CNPM, CQUI,11.0, D480103,5.0, 'Tỉnh Phú Yên'
3889,C1312801XPvAibaEXe9Q2McsUcINTketisymyY1y,1998.0,1.0, 'Quảng Ngãi', KTPM0001, CNPM, CQUI,11.0, D480103,1.0, 'Tỉnh Quảng Ngãi'
3890,53E95764XPvAibaEXe8NrxrmA741r2VOKP0Nz9D+,1998.0,1.0, 'Bắc Ninh', HTTT2016, HTTT, CQUI,11.0, D480104,3.0, 'Tỉnh Bắc Ninh'
3891,8FBBB6C6XPvAibaEXe8NrxrmA741rzbFPVT7q+GY,1998.0,1.0, 'Bà Rịa - Vũng Tàu', KHTN2016, KHMT, CNTN,11.0, D480101,3.0, 'Thành phố Hồ Chí Minh'
3892,55164ECCXPvAibaEXe8NrxrmA741rzp6pr4JjBBO,1998.0,1.0, 'Đồng Nai', MTCL2016.2, KTMT, CLC,11.0, D520214,3.0, 'Huyện Cẩm Mỹ'
3893,59884D21XPvAibaEXe8NrxrmA741r7Pe5nXtcI17,1998.0,1.0, 'Đắk Lắk', MMTT0001, MMT&TT, CQUI,11.0, D480299,3.0, 'Tỉnh Đắk Lắk'
3894,CFD92B12XPvAibaEXe8NrxrmA741rwjdaY15+2D+,1998.0,1.0, 'Kiên Giang', KTMT0001, KTMT, CLC,11.0, D520214,1.0, 'Xã Tân Hiệp B'
3895,38FF2E95XPvAibaEXe8NrxrmA741ryUXhWKlA2pD,1998.0,1.0, 'Đắk Lắk', CNTT2016, KTTT, CQUI,11.0, D480201,5.0, 'Tỉnh Đắk Lắk'
3896,96CF712CXPvAibaEXe+r7f7XCVFwZlotxVG9Upk1,1998.0,1.0, 'Đắk Lắk', KTPM0001, CNPM, CLC,11.0, D480103,5.0, 'Huyện Krông Pắc'
3897,B5832DFFXPvAibaEXe+r7f7XCVFwZvPJHtRXPtLQ,1997.0,1.0, 'Nghệ An', KTMT2016, KTMT, CQUI,11.0, D520214,3.0, 'Tỉnh Nghệ An'
3898,EC67C83FXPvAibaEXe+r7f7XCVFwZprJvUgra96+,1998.0,1.0, 'Đồng Nai', KTPM0001, CNPM, CLC,11.0, D480103,1.0, 'Tỉnh Đồng Nai'
3899,A08707C4XPvAibaEXe+r7f7XCVFwZs29W4FZcCkZ,1998.0,1.0, 'Lâm Đồng', KTPM0001, CNPM, CLC,11.0, D480103,1.0, 'Tỉnh Lâm Đồng'
3900,AF9C2664XPvAibaEXe+r7f7XCVFwZp6oIbSBlnEp,1998.0,1.0, 'Quảng Trị', KTMT2016, KTMT, CQUI,11.0, D520214,5.0, 'Tỉnh Quảng Trị'
3901,E8506363XPvAibaEXe+r7f7XCVFwZn9B2GY65sNU,1998.0,1.0, 'Thành phố Hồ Chí Minh', KHMT0001, KHMT, CQUI,11.0, D480101,3.0, 'Thành phố Hồ Chí Minh'
3902,74BDC2C0XPvAibaEXe+r7f7XCVFwZpJLOv4SjWsq,1997.0,1.0, 'Tiền Giang', KHMT2016.2, KHMT, CQUI,11.0, D480101,3.0, 'Tỉnh Tiền Giang'
3903,A92BF9A0XPvAibaEXe+r7f7XCVFwZv7HAv2D+pa4,1998.0,1.0, 'Đắk Lắk', CNTT0001, KTTT, CQUI,11.0, D480201,1.0, 'Tỉnh Đắk Lắk'
3904,AB7317E2XPvAibaEXe9x7FcJ6vxIP4BR1XiauvBI,1998.0,1.0, 'nam định', CNTT0001, KTTT, CQUI,11.0, D480201,1.0, 'Tỉnh Nam Định'
3905,89B9E37AXPvAibaEXe9x7FcJ6vxIP8ZfUeeTsqYu,1998.0,1.0, 'Thừa Thiên Huế', KTPM0001, CNPM, CLC,11.0, D480103,2.0, 'Thị xã Hương Thủy'
3906,6C47CE97XPvAibaEXe9x7FcJ6vxIP5DbuWFqkriE,1998.0,1.0, 'Bà Rịa - Vũng Tàu', HTTT0001, HTTT, CTTT,11.0, D480104,1.0, thôn III'
3907,D2387061XPvAibaEXe9x7FcJ6vxIP5GEUQ7u0GJN,1997.0,0.0, 'Đồng Nai', KTPM0001, CNPM, CLC,11.0, D480103,3.0, 'Huyện Cẩm Mỹ'
3908,7E5F0261XPvAibaEXe9x7FcJ6vxIP/wyKPNs2niT,1998.0,1.0, 'Bình Phước', KTMT0001, KTMT, CQUI,11.0, D520214,1.0, 'Thị xã Bình Long'
3909,0A29A66BXPvAibaEXe9CFhTkHod3yS4qPQKSYcEO,1997.0,1.0, 'Quảng Ngãi', KHMT0001, KHMT, CQUI,11.0, D480101,1.0, 'Tỉnh Quảng Ngãi'
3910,271B286AXPvAibaEXe9CFhTkHod3yfY0OnaNvlXt,1998.0,1.0, 'Đắk Lắk', KHMT0001, KHMT, CQUI,11.0, D480101,1.0, 'Huyện Krông Pắc'
3911,017CD572XPvAibaEXe9CFhTkHod3yQuYGl3Dx7Ko,1998.0,1.0, 'Quảng Ngãi', KTPM0001, CNPM, CLC,11.0, D480103,5.0, 'Thành phố Hồ Chí Minh'
3912,1B5C151DXPvAibaEXe9CFhTkHod3yUw8wiccXxfg,1998.0,1.0, 'Quảng Trị', CNTT2016, KTTT, CQUI,11.0, D480201,5.0, 'Tỉnh Quảng Trị'
